"No_";"Name";"Customer Posting Group";"Creation Date";"VIP";"Country_Region Code";"City";"BirthDate";"MaritalStatus";"Gender";"EmailAddress";"AnnualIncome";"TotalChildren";"EducationLevel";"Occupation";"HomeOwner"
"CLI1818";"SARAH JONES";"S_2";"3/11/2021 12:00:00 AM";0;"RS";"Petrovaradin";"11/14/1961";"M";"F";"sarah5@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1821";"MORGAN MORRIS";"S_2";"3/3/2021 12:00:00 AM";0;"RS";"Pirot";"3/26/1960";"M";"F";"morgan48@adventure-works.com";"$40,000";4;"High School";"Skilled Manual";"Y"
"CLI1822";"JENNIFER ALEXANDER";"S_2";"12/10/2020 12:00:00 AM";0;"SI";"Presov";"1/22/1960";"M";"F";"jennifer92@adventure-works.com";"$40,000";4;"High School";"Skilled Manual";"Y"
"CLI1823";"JULIAN HUGHES";"S_2";"2/15/2021 12:00:00 AM";0;"CZ";"Ostrava";"7/2/1960";"M";"M";"julian13@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1826";"JOSE LI";"S_2";"5/5/2021 12:00:00 AM";0;"CZ";"Pilsen";"9/17/1967";"S";"M";"jose20@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI1827";"MICAH LIANG";"S_2";"11/16/2020 12:00:00 AM";0;"GH";"Techiman";"7/17/1967";"S";"M";"micah4@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI1831";"CALEB CAMPBELL";"S_2";"10/15/2020 12:00:00 AM";0;"SI";"Trencin";"5/6/1960";"M";"M";"caleb36@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1835";"KRISTI SCHMIDT";"S_2";"11/9/2020 12:00:00 AM";0;"RS";"Kula";"7/27/1959";"M";"F";"kristi27@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1837";"SYDNEY GRAY";"S_2";"5/24/2021 12:00:00 AM";1;"SI";"Bardejov";"1/22/1959";"M";"F";"sydney16@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1838";"SEBASTIAN SANCHEZ";"S_2";"2/18/2021 12:00:00 AM";0;"SI";"Kosice";"9/25/1959";"M";"M";"sebastian16@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"N"
"CLI1840";"ELIJAH ALEXANDER";"S_2";"4/23/2021 12:00:00 AM";0;"JO";"Zarqa";"10/9/1959";"M";"M";"elijah20@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI1841";"AARON KING";"S_2";"4/23/2021 12:00:00 AM";0;"AE";"Sarja";"5/14/1959";"M";"M";"aaron51@adventure-works.com";"$70,000";2;"Graduate Degree";"Professional";"Y"
"CLI1843";"TAMARA CHANDER";"S_2";"3/15/2021 12:00:00 AM";1;"HR";"Split";"7/26/1959";"M";"F";"tamara27@adventure-works.com";"$80,000";4;"Graduate Degree";"Professional";"Y"
"CLI0003";"JON YANG";"S_2";"7/10/2014 12:00:00 AM";0;"FR";"Paris";"4/8/1966";"M";"M";"jon24@adventure-works.com";"$90,000";2;"Bachelors";"Professional";"Y"
"CLI0007";"RUBEN TORRES";"S_2";"3/6/2015 12:00:00 AM";0;"FR";"Paris";"8/12/1965";"M";"M";"ruben35@adventure-works.com";"$60,000";3;"Bachelors";"Professional";"Y"
"CLI0016";"SHANNON CARLSON";"S_2";"4/10/2015 12:00:00 AM";0;"NG";"Kano";"4/1/1964";"S";"M";"shannon38@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"N"
"CLI0055";"EBONY GONZALEZ";"S_2";"3/7/2016 12:00:00 AM";0;"FI";"Naantali";"6/19/1947";"M";"F";"ebony19@adventure-works.com";"$20,000";4;"High School";"Skilled Manual";"Y"
"CLI0589";"CHLOE GARCIA";"S_2";"7/3/2014 12:00:00 AM";0;"MO";"Tánger";"11/27/1977";"S";"F";"chloe27@adventure-works.com";"$40,000";0;"Partial High School";"Clerical";"N"
"CLI0591";"DIANA HERNANDEZ";"S_2";"5/10/2016 12:00:00 AM";0;"FI";"Rauma";"3/23/1948";"M";"F";"diana2@adventure-works.com";"$10,000";2;"Partial High School";"Clerical";"Y"
"CLI0600";"ADAM FLORES";"S_2";"8/4/2016 12:00:00 AM";0;"MO";"Tetuán";"5/24/1949";"M";"M";"adam10@adventure-works.com";"$20,000";2;"Partial High School";"Clerical";"Y"
"CLI0603";"CHRISTINE YUAN";"S_2";"9/12/2016 12:00:00 AM";0;"IS";"Hellissandur";"3/22/1950";"M";"F";"christine4@adventure-works.com";"$30,000";3;"High School";"Skilled Manual";"Y"
"CLI0614";"ANA PRICE";"S_2";"11/16/2016 12:00:00 AM";0;"NL";"Nimega";"8/20/1980";"M";"F";"ana0@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"N"
"CLI0656";"CASEY LUO";"S_2";"9/25/2018 12:00:00 AM";0;"NL";"Nimega";"2/6/1955";"S";"F";"casey6@adventure-works.com";"$80,000";2;"High School";"Skilled Manual";"N"
"CLI0660";"LEVI ARUN";"S_2";"1/31/2019 12:00:00 AM";0;"IS";"Ólafsvik";"8/28/1956";"S";"M";"levi6@adventure-works.com";"$70,000";2;"High School";"Skilled Manual";"Y"
"CLI0663";"BLAKE ANDERSON";"S_2";"10/18/2018 12:00:00 AM";0;"FI";"Rauma";"7/13/1957";"S";"M";"blake9@adventure-works.com";"$80,000";2;"High School";"Professional";"Y"
"CLI0676";"ALYSSA COX";"S_2";"5/20/2019 12:00:00 AM";0;"CZ";"Praga";"3/15/1966";"M";"F";"alyssa37@adventure-works.com";"$130,000";0;"Graduate Degree";"Management";"Y"
"CLI0687";"CHERYL DIAZ";"S_2";"10/18/2019 12:00:00 AM";0;"FI";"Kemi";"5/6/1967";"M";"F";"cheryl4@adventure-works.com";"$90,000";2;"Bachelors";"Professional";"Y"
"CLI43054185";"DREW PAL";"S_4";"5/22/2014 12:00:00 AM";0;"ES";"Jerez de la Frontera";"3/18/1967";"M";"M";"drew13@adventure-works.com";"$70,000";5;"Bachelors";"Professional";"Y"
"CLI43060050";"RACHAEL SAI";"S_4";"5/8/2018 12:00:00 AM";0;"BA";"Zenica";"12/17/1965";"S";"F";"rachael5@adventure-works.com";"$60,000";3;"Bachelors";"Professional";"Y"
"CLI43060200";"MEAGAN RANA";"S_4";"5/22/2014 12:00:00 AM";0;"BA";"Zenica";"5/8/1968";"S";"F";"meagan11@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"N"
"CLI43068140";"GILBERT ZHU";"S_4";"5/22/2014 12:00:00 AM";0;"DE";"Düsseldorf";"12/23/1964";"M";"M";"gilbert11@adventure-works.com";"$60,000";4;"Bachelors";"Professional";"Y"
"CLI43076110";"NICOLE MURPHY";"S_4";"5/22/2014 12:00:00 AM";0;"HU";"Eger";"7/24/1978";"S";"F";"nicole32@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"N"
"CLI43077160";"JESSICA TAYLOR";"S_4";"5/22/2014 12:00:00 AM";0;"IS";"Ólafsvik";"11/19/1977";"S";"F";"jessica56@adventure-works.com";"$30,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43077165";"HUNTER CLARK";"S_4";"9/9/2014 12:00:00 AM";0;"IS";"Borganes";"4/11/1977";"M";"M";"hunter51@adventure-works.com";"$30,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43089010";"ALEXANDRIA SANDBERG";"S_4";"9/23/2014 12:00:00 AM";0;"FR";"Paris";"9/3/1974";"S";"F";"alexandria27@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI43091020";"ANNE ALVAREZ";"S_4";"5/22/2014 12:00:00 AM";0;"SD";"Atbara";"6/24/1973";"S";"F";"anne5@adventure-works.com";"$70,000";0;"Partial College";"Professional";"Y"
"CLI43091050";"SHARON SALAVARIA";"S_4";"5/22/2014 12:00:00 AM";0;"SD";"Gadarif";"2/17/1956";"S";"M";"sharon4@adventure-works.com";"$70,000";2;"High School";"Skilled Manual";"N"
"CLI1055";"EDUARDO PATTERSON";"S_4";"7/12/2019 12:00:00 AM";0;"FR";"Paris";"8/14/1977";"S";"M";"eduardo55@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"N"
"CLI1067";"THEODORE GILL";"S_4";"6/7/2019 12:00:00 AM";0;"NG";"Asaba";"4/20/1941";"M";"M";"theodore14@adventure-works.com";"$40,000";2;"Bachelors";"Management";"Y"
"CLI1108";"DEVIN BROOKS";"S_4";"4/29/2021 12:00:00 AM";0;"FR";"Paris";"5/5/1974";"S";"M";"devin63@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"N"
"CLI1111";"ASHLEY MARTINEZ";"S_4";"7/3/2019 12:00:00 AM";0;"CY";"Paralimni";"4/24/1972";"S";"F";"ashley18@adventure-works.com";"$70,000";0;"Partial College";"Skilled Manual";"N"
"CLI1131";"MASON ROBERTS";"S_4";"5/20/2020 12:00:00 AM";0;"DE";"Düsseldorf";"1/25/1968";"M";"M";"mason25@adventure-works.com";"$90,000";4;"Bachelors";"Management";"Y"
"CLI1160";"ALEXIA PRICE";"S_4";"6/1/2021 12:00:00 AM";0;"IS";"Höfn";"8/26/1947";"M";"F";"alexia0@adventure-works.com";"$80,000";5;"Bachelors";"Management";"N"
"CLI1172";"ALLISON EVANS";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Niza";"1/13/1948";"M";"F";"allison21@adventure-works.com";"$60,000";2;"Bachelors";"Management";"Y"
"CLI1247";"AMBER TURNER";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Montpelier";"4/3/1951";"M";"F";"amber4@adventure-works.com";"$70,000";4;"Partial College";"Professional";"N"
"CLI1273";"LARRY MUNOZ";"S_4";"5/22/2014 12:00:00 AM";0;"KO";"Péc";"11/11/1957";"M";"M";"larry9@adventure-works.com";"$110,000";2;"Partial College";"Professional";"Y"
"CLI1314";"XAVIER HILL";"S_4";"3/24/2021 12:00:00 AM";0;"PE";"Moyobamba";"6/28/1933";"M";"M";"xavier26@adventure-works.com";"$120,000";1;"Graduate Degree";"Management";"Y"
"CLI1335";"KATELYN CARTER";"S_4";"5/22/2014 12:00:00 AM";0;"IS";"Akranes";"5/3/1964";"M";"F";"katelyn33@adventure-works.com";"$130,000";2;"Graduate Degree";"Management";"Y"
"CLI1338";"DANIELLE REED";"S_4";"6/7/2021 12:00:00 AM";0;"UY";"Rivera";"6/5/1964";"S";"F";"danielle23@adventure-works.com";"$150,000";2;"Bachelors";"Management";"N"
"CLI1342";"NATHAN LAL";"S_4";"9/20/2016 12:00:00 AM";0;"KO";"Dechani";"10/1/1956";"M";"M";"nathan26@adventure-works.com";"$90,000";2;"Partial College";"Professional";"Y"
"CLI1382";"TAYLOR LEWIS";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Nantes";"5/16/1954";"S";"F";"taylor67@adventure-works.com";"$80,000";2;"Partial High School";"Skilled Manual";"Y"
"CLI1388";"CAMERON RODRIGUEZ";"S_4";"12/11/2014 12:00:00 AM";0;"FR";"Lila";"6/9/1960";"M";"M";"cameron38@adventure-works.com";"$80,000";5;"Partial College";"Professional";"Y"
"CLI1390";"JULIA COLEMAN";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Estrasburgo";"10/11/1960";"S";"F";"julia72@adventure-works.com";"$90,000";4;"High School";"Professional";"N"
"CLI1392";"SEAN EVANS";"S_4";"5/22/2014 12:00:00 AM";0;"IS";"Vik i Mýrdal";"6/19/1960";"M";"M";"sean31@adventure-works.com";"$110,000";3;"Partial College";"Professional";"N"
"CLI1438";"ROBIN RAMOS";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Annacy";"3/12/1957";"S";"F";"robin13@adventure-works.com";"$10,000";1;"Partial College";"Manual";"Y"
"CLI1469";"JIMMY ORTEGA";"S_4";"5/22/2014 12:00:00 AM";0;"BY";"Grodno";"6/28/1943";"S";"M";"jimmy26@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1474";"GARY VAZQUEZ";"S_4";"4/7/2021 12:00:00 AM";0;"CY";"Paralimni";"11/18/1959";"M";"M";"gary25@adventure-works.com";"$10,000";1;"High School";"Manual";"Y"
"CLI1480";"MEGAN RAMIREZ";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"La Rochelle";"6/2/1959";"S";"F";"megan44@adventure-works.com";"$40,000";3;"Graduate Degree";"Clerical";"Y"
"CLI1514";"LACEY ZHENG";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Arlés";"2/26/1945";"M";"F";"lacey32@adventure-works.com";"$70,000";5;"High School";"Professional";"Y"
"CLI1516";"KYLE SCOTT";"S_4";"11/10/2015 12:00:00 AM";0;"ES";"Espinosa de los Monteros";"2/18/1945";"M";"M";"kyle43@adventure-works.com";"$150,000";3;"Graduate Degree";"Management";"Y"
"CLI1517";"JORDAN TURNER";"S_4";"5/22/2014 12:00:00 AM";0;"CZ";"Ostrava";"7/12/1946";"M";"M";"jordan59@adventure-works.com";"$100,000";2;"Bachelors";"Management";"Y"
"CLI1556";"BIANCA LIU";"S_4";"3/21/2019 12:00:00 AM";0;"FR";"Ruan";"4/5/1973";"M";"F";"bianca3@adventure-works.com";"$100,000";0;"High School";"Management";"Y"
"CLI1557";"TASHA DENG";"S_4";"1/14/2015 12:00:00 AM";0;"PE";"Abancay";"10/13/1972";"S";"F";"tasha1@adventure-works.com";"$80,000";0;"Bachelors";"Professional";"N"
"CLI1566";"JACLYN ANDERSEN";"S_4";"5/22/2014 12:00:00 AM";0;"DE";"Ulm";"6/18/1975";"M";"F";"jaclyn37@adventure-works.com";"$40,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1567";"EDWIN RAJI";"S_4";"5/22/2014 12:00:00 AM";0;"SD";"Wadi Halfa";"4/16/1973";"S";"M";"edwin44@adventure-works.com";"$10,000";0;"Partial High School";"Manual";"N"
"CLI1568";"JAY SUAREZ";"S_4";"3/29/2016 12:00:00 AM";0;"SI";"Martin";"9/25/1973";"S";"M";"jay49@adventure-works.com";"$20,000";0;"Partial High School";"Manual";"N"
"CLI1638";"LOGAN CHOW";"S_4";"4/14/2016 12:00:00 AM";0;"DE";"Stuttgart";"4/17/1958";"M";"M";"logan25@adventure-works.com";"$60,000";4;"Graduate Degree";"Skilled Manual";"Y"
"CLI1639";"DAKOTA ROSS";"S_4";"7/3/2019 12:00:00 AM";0;"IS";"Vik i Mýrdal";"3/24/1958";"M";"M";"dakota3@adventure-works.com";"$60,000";4;"Graduate Degree";"Skilled Manual";"Y"
"CLI1645";"SHEENA CHANDE";"S_4";"7/3/2019 12:00:00 AM";0;"ES";"Maliaño";"2/17/1968";"M";"F";"sheena13@adventure-works.com";"$20,000";1;"Partial College";"Manual";"Y"
"CLI1689";"KEVIN BRYANT";"S_4";"3/10/2021 12:00:00 AM";0;"SI";"Zvolen";"10/21/1964";"S";"M";"kevin20@adventure-works.com";"$30,000";2;"Partial College";"Clerical";"Y"
"CLI1704";"IVAN RAMAN";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Dijon";"8/21/1977";"S";"M";"ivan8@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"Y"
"CLI1706";"GEOFFREY GONZALEZ";"S_4";"7/3/2019 12:00:00 AM";0;"IS";"Akranes";"2/6/1977";"S";"M";"geoffrey16@adventure-works.com";"$30,000";0;"Partial College";"Clerical";"N"
"CLI1724";"LEAH SHE";"S_4";"4/24/2018 12:00:00 AM";0;"DE";"Düsseldorf";"2/19/1973";"S";"F";"leah19@adventure-works.com";"$50,000";0;"Graduate Degree";"Skilled Manual";"N"
"CLI1733";"HALEY POWELL";"S_4";"1/8/2021 12:00:00 AM";0;"FR";"Mulhouse";"12/25/1971";"M";"F";"haley27@adventure-works.com";"$60,000";1;"Graduate Degree";"Skilled Manual";"Y"
"CLI1748";"ANNA FOSTER";"S_4";"5/20/2020 12:00:00 AM";0;"NG";"Jos";"3/19/1969";"S";"F";"anna41@adventure-works.com";"$40,000";2;"Bachelors";"Skilled Manual";"Y"
"CLI1782";"KAYLEE NELSON";"S_4";"11/7/2019 12:00:00 AM";0;"PE";"Tarapoto";"9/4/1969";"M";"F";"kaylee31@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"Y"
"CLI1790";"IAN DIAZ";"S_4";"3/15/2021 12:00:00 AM";0;"FR";"Estrasburgo";"9/6/1965";"M";"M";"ian62@adventure-works.com";"$80,000";3;"Bachelors";"Skilled Manual";"Y"
"CLI1792";"KAITLYN WILSON";"S_4";"7/3/2019 12:00:00 AM";0;"NG";"Ife";"1/3/1964";"S";"F";"kaitlyn29@adventure-works.com";"$40,000";0;"Bachelors";"Professional";"N"
"CLI1834";"ERICK SANCHEZ";"S_4";"2/12/2021 12:00:00 AM";0;"NG";"Owerri";"2/8/1959";"M";"M";"erick20@adventure-works.com";"$60,000";1;"Partial College";"Skilled Manual";"Y"
"CLI1850";"BLAKE HILL";"S_4";"6/2/2021 12:00:00 AM";0;"HR";"Zagreb";"7/18/1958";"M";"M";"blake30@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"Y"
"CLI0006";"EUGENE HUANG";"S_4";"7/31/2017 12:00:00 AM";0;"FR";"Estrasburgo";"5/14/1965";"S";"M";"eugene10@adventure-works.com";"$60,000";3;"Bachelors";"Professional";"N"
"CLI43075110";"EDUARDO FOSTER";"S_3";"5/22/2014 12:00:00 AM";0;"IQ";"Mosul";"3/18/1978";"S";"M";"eduardo60@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"N"
"CLI43076130";"VIRGINIA GONZALEZ";"S_3";"11/18/2016 12:00:00 AM";0;"HU";"Miskolc";"2/12/1946";"S";"F";"virginia21@adventure-works.com";"$30,000";2;"Partial College";"Clerical";"Y"
"CLI43078050";"KEVIN WASHINGTON";"S_3";"4/10/2017 12:00:00 AM";0;"KZ";"Taraz";"6/22/1977";"S";"M";"kevin16@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"N"
"CLI43079190";"TYLER MILLER";"S_3";"1/3/2020 12:00:00 AM";0;"IT";"Roma";"7/12/1977";"M";"M";"tyler11@adventure-works.com";"$100,000";3;"Bachelors";"Management";"Y"
"CLI43079250";"ADAM ROBERTS";"S_3";"7/16/2014 12:00:00 AM";0;"IT";"Roma";"11/26/1976";"S";"M";"adam34@adventure-works.com";"$60,000";0;"Partial College";"Skilled Manual";"Y"
"CLI43093030";"BAILEY COLLINS";"S_3";"11/28/2016 12:00:00 AM";0;"TN";"Túnez";"11/16/1973";"S";"F";"bailey22@adventure-works.com";"$80,000";0;"Bachelors";"Management";"N"
"CLI43093050";"AMANDA ADAMS";"S_3";"3/2/2020 12:00:00 AM";0;"TN";"Susa";"9/3/1973";"S";"F";"amanda58@adventure-works.com";"$80,000";0;"Bachelors";"Management";"N"
"CLI43096010";"KATHERINE WILLIAMS";"S_3";"3/11/2021 12:00:00 AM";0;"SN";"Saint Louis";"3/23/1974";"M";"F";"katherine73@adventure-works.com";"$60,000";0;"Partial College";"Professional";"N"
"CLI43096040";"CAROLINE BARNES";"S_3";"7/30/2014 12:00:00 AM";0;"SN";"Joal-Fadiouth";"2/3/1974";"S";"F";"caroline5@adventure-works.com";"$60,000";0;"Partial College";"Professional";"N"
"CLI43097150";"RANDY SUN";"S_3";"8/18/2016 12:00:00 AM";0;"TG";"Lomé";"2/7/1974";"S";"M";"randy15@adventure-works.com";"$60,000";0;"Partial College";"Professional";"N"
"CLI43098045";"DESTINY GARCIA";"S_3";"5/22/2014 12:00:00 AM";0;"MX";"Mérida";"10/4/1974";"S";"F";"destiny16@adventure-works.com";"$60,000";0;"High School";"Professional";"N"
"CLI43099060";"KIMBERLY RICHARDSON";"S_3";"5/22/2014 12:00:00 AM";0;"ES";"Pamplona";"12/18/1957";"S";"F";"kimberly13@adventure-works.com";"$60,000";2;"High School";"Professional";"N"
"CLI1013";"APRIL DENG";"S_3";"5/22/2014 12:00:00 AM";0;"MX";"Saltillo";"2/21/1961";"M";"F";"april1@adventure-works.com";"$70,000";5;"Partial College";"Skilled Manual";"Y"
"CLI1033";"SAMANTHA LONG";"S_3";"5/22/2014 12:00:00 AM";0;"IQ";"Basora";"12/5/1975";"M";"F";"samantha35@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI1056";"JONATHAN HENDERSON";"S_3";"5/22/2014 12:00:00 AM";0;"IT";"Florencia";"2/4/1977";"M";"M";"jonathan4@adventure-works.com";"$40,000";0;"High School";"Skilled Manual";"Y"
"CLI1101";"EMILY WOOD";"S_3";"5/26/2021 12:00:00 AM";0;"LB";"Tiro";"4/22/1974";"S";"F";"emily27@adventure-works.com";"$40,000";0;"Partial College";"Skilled Manual";"N"
"CLI1258";"TODD LI";"S_3";"3/13/2017 12:00:00 AM";0;"ES";"Barcelona";"9/9/1952";"M";"M";"todd5@adventure-works.com";"$70,000";4;"Partial College";"Professional";"Y"
"CLI1264";"MAYRA PRASAD";"S_3";"11/20/2019 12:00:00 AM";0;"KR";"Daedeok";"8/10/1958";"S";"F";"mayra9@adventure-works.com";"$130,000";2;"Bachelors";"Management";"N"
"CLI1295";"NICHOLAS THOMPSON";"S_3";"1/25/2021 12:00:00 AM";0;"TG";"Sokodé";"6/7/1932";"S";"M";"nicholas16@adventure-works.com";"$90,000";3;"Graduate Degree";"Management";"Y"
"CLI1302";"JOHNATHAN VANCE";"S_3";"9/9/2015 12:00:00 AM";0;"PL";"Lublin";"3/3/1933";"M";"M";"johnathan5@adventure-works.com";"$70,000";4;"Graduate Degree";"Management";"Y"
"CLI1304";"KATELYN HERNANDEZ";"S_3";"4/14/2021 12:00:00 AM";0;"SN";"Rufisque";"9/20/1933";"M";"F";"katelyn42@adventure-works.com";"$70,000";4;"Graduate Degree";"Management";"Y"
"CLI1339";"LAUREN MARTINEZ";"S_3";"5/22/2014 12:00:00 AM";0;"IT";"Venecia";"11/10/1956";"S";"F";"lauren35@adventure-works.com";"$70,000";4;"Partial College";"Professional";"Y"
"CLI1362";"THERESA SERRANO";"S_3";"5/22/2014 12:00:00 AM";0;"IQ";"Kirkuk";"3/27/1962";"M";"F";"theresa12@adventure-works.com";"$110,000";1;"Bachelors";"Management";"Y"
"CLI1383";"HALEY RICHARDSON";"S_3";"5/22/2014 12:00:00 AM";0;"IQ";"Erbil";"10/7/1935";"S";"F";"haley10@adventure-works.com";"$50,000";2;"Graduate Degree";"Management";"Y"
"CLI1400";"GABRIELLE LOPEZ";"S_3";"7/10/2014 12:00:00 AM";0;"IN";"Agra";"8/24/1953";"S";"F";"gabrielle63@adventure-works.com";"$70,000";3;"Graduate Degree";"Management";"N"
"CLI1442";"MINDY LUO";"S_3";"2/27/2020 12:00:00 AM";0;"IN";"Chennai";"9/3/1954";"M";"F";"mindy10@adventure-works.com";"$10,000";2;"Partial College";"Manual";"Y"
"CLI1444";"ANNE RAMOS";"S_3";"5/22/2014 12:00:00 AM";0;"HU";"Pécs";"4/6/1939";"S";"F";"anne19@adventure-works.com";"$20,000";1;"Bachelors";"Clerical";"Y"
"CLI1453";"JARROD PRASAD";"S_3";"5/22/2014 12:00:00 AM";0;"TN";"Cartago";"9/4/1978";"S";"M";"jarrod9@adventure-works.com";"$10,000";0;"Partial College";"Manual";"N"
"CLI1465";"LACEY JAI";"S_3";"11/30/2015 12:00:00 AM";0;"PL";"Gdynia";"5/27/1978";"M";"F";"lacey1@adventure-works.com";"$20,000";0;"Bachelors";"Clerical";"Y"
"CLI1483";"CHRISTINE RAJI";"S_3";"9/25/2019 12:00:00 AM";0;"KR";"Ulsan";"10/19/1970";"S";"F";"christine16@adventure-works.com";"$10,000";1;"High School";"Manual";"N"
"CLI1492";"LATOYA SHAN";"S_3";"5/7/2018 12:00:00 AM";0;"IQ";"Kerbala";"6/4/1969";"S";"F";"latoya9@adventure-works.com";"$20,000";0;"Partial College";"Manual";"N"
"CLI1494";"BRENDA MEHTA";"S_3";"6/16/2014 12:00:00 AM";0;"IL";"Jaffa";"8/4/1969";"S";"F";"brenda17@adventure-works.com";"$30,000";1;"Bachelors";"Clerical";"Y"
"CLI1615";"ALYSSA HOWARD";"S_3";"8/6/2019 12:00:00 AM";0;"IQ";"Solimania";"9/27/1954";"S";"F";"alyssa38@adventure-works.com";"$20,000";3;"Partial High School";"Manual";"N"
"CLI1616";"DALTON DIAZ";"S_3";"2/23/2016 12:00:00 AM";0;"PL";"Szczecin";"4/20/1954";"M";"M";"dalton67@adventure-works.com";"$30,000";1;"High School";"Clerical";"Y"
"CLI1621";"EDWARD WASHINGTON";"S_3";"9/26/2014 12:00:00 AM";0;"IQ";"Ankawa";"5/10/1955";"M";"M";"edward62@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1623";"ARIANA PETERSON";"S_3";"10/19/2016 12:00:00 AM";0;"ES";"Leida";"12/9/1955";"M";"F";"ariana4@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1629";"JENNA GREEN";"S_3";"10/16/2014 12:00:00 AM";0;"ES";"Tarragona";"6/4/1956";"M";"F";"jenna14@adventure-works.com";"$40,000";1;"Partial College";"Clerical";"Y"
"CLI1641";"JUSTIN WASHINGTON";"S_3";"5/30/2019 12:00:00 AM";0;"CL";"Temuco";"8/22/1959";"M";"M";"justin10@adventure-works.com";"$60,000";4;"Graduate Degree";"Skilled Manual";"Y"
"CLI1649";"CINDY SAI";"S_3";"6/23/2015 12:00:00 AM";0;"IQ";"Hatra";"3/8/1968";"M";"F";"cindy6@adventure-works.com";"$40,000";0;"Graduate Degree";"Clerical";"Y"
"CLI1701";"MELODY DIAZ";"S_3";"7/3/2019 12:00:00 AM";0;"IT";"Venecia";"9/16/1977";"S";"F";"melody3@adventure-works.com";"$20,000";0;"High School";"Manual";"N"
"CLI1742";"CHLOE WILSON";"S_3";"7/3/2019 12:00:00 AM";0;"PL";"Poznan";"5/3/1970";"M";"F";"chloe40@adventure-works.com";"$50,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1744";"MORGAN HUGHES";"S_3";"7/3/2019 12:00:00 AM";0;"PL";"Cracovia";"12/26/1970";"M";"F";"morgan81@adventure-works.com";"$50,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1745";"NAOMI MUNOZ";"S_3";"7/3/2019 12:00:00 AM";0;"TG";"Badou";"7/27/1970";"M";"NA";"naomi7@adventure-works.com";"$50,000";1;"Bachelors";"Skilled Manual";"Y"
"CLI1746";"CHARLES TORRES";"S_3";"1/16/2018 12:00:00 AM";0;"ES";"Alcalá de Henares";"10/7/1969";"S";"M";"charles52@adventure-works.com";"$40,000";2;"Bachelors";"Skilled Manual";"Y"
"CLI1773";"JESSICA BROWN";"S_3";"1/30/2020 12:00:00 AM";0;"IL";"Eilar";"5/18/1966";"S";"F";"jessica51@adventure-works.com";"$60,000";3;"Bachelors";"Skilled Manual";"N"
"CLI1842";"JAN HALL";"S_3";"3/16/2021 12:00:00 AM";0;"PL";"Varsovia";"4/24/1959";"M";"F";"jan18@adventure-works.com";"$70,000";5;"Graduate Degree";"Professional";"N"
"CLI0008";"CHRISTY ZHU";"S_3";"9/10/2014 12:00:00 AM";0;"TN";"Monastir";"2/15/1968";"S";"F";"christy12@adventure-works.com";"$70,000";0;"Bachelors";"Professional";"N"
"CLI0009";"ELIZABETH JOHNSON";"S_3";"9/16/2014 12:00:00 AM";0;"SE";"Uppsala";"8/8/1968";"S";"F";"elizabeth5@adventure-works.com";"$80,000";5;"Bachelors";"Professional";"Y"
